Titre,Lien_du_titre,image,note,venueindex,champ,champ1,catégorie,adresse,étiquette,avatar,auteur,utilisateur
"Nina C. • Février 7, 2016
On peut tout choisir , de la saveur du magnum de base jusqu'aux divers et variés "" toppings "" , très bonne ambiance , jolie et spacieuse salle",https://fr.foursquare.com/ninac1524762,https://fastly.4sqi.net/img/general/300x300/44690291_otwG7dVHaKcaC8hvqJUKNFSp3PULsA8BISsVLBJp9Uw.jpg,8.7,217,https://fr.foursquare.com/v/magnum-pleasure-store/537bad7c498ecd778394a015,Magnum Pleasure Store,Glace,"Via Tomacelli, 13, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/70336782-LO0RK5FHLGMQQQOE.jpg,"Nina C. • Février 7, 2016",Nina C.
"Alexandre M. • Janvier 4, 2020
Tout est bon !",https://fr.foursquare.com/alexandm5999978,https://fastly.4sqi.net/img/general/300x300/104772353_nht99twxTeNo6VlsuLQJtootDN_rmh0_vAaqJl98dQE.jpg,8.7,218,https://fr.foursquare.com/v/shiroya/5c73c00a60255e002cb12f0e,Shiroya,Japonaise,"47 Via dei Baullari, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Alexandre M. • Janvier 4, 2020",Alexandre M.
"Rhonda M. • Octobre 14, 2017
We had deer tartare, two pastas and veal saltimbucco, all to share and the Kitchen plated two plates for each course. Really good fig and pecorino pasta, good wine selection with helpful service",https://fr.foursquare.com/rhondam3636820,https://fastly.4sqi.net/img/general/300x300/6739173_lj89FtXO7BrTyu9D_964L-lyvWkicwFGY15RQDBXkb8.jpg,8.7,219,https://fr.foursquare.com/v/la-ciambella/5136562ae4b0a9c8faae7c17,La Ciambella,Restaurant,"Via dell'Arco della Ciambella 20, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Rhonda M. • Octobre 14, 2017",Rhonda M.
"Anthony ""Kanthos"" • Novembre 8, 2015
3€ le Spritz ! Bar convivial où la jeunesse Romaine se retrouve le soir sur le parvis",https://fr.foursquare.com/kanthos,https://fastly.4sqi.net/img/general/300x300/25323843_ienOBkAwD4kXfmAqwRDxfCtEcxrof_vXpklHzL7oXjg.jpg,8.7,220,https://fr.foursquare.com/v/bar-san-calisto/4b3a4ffff964a5205f6425e3,Bar San Calisto,Bar,"Piazza di San Calisto, 3, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/LTRVWLL3YCLKUXIR.jpg,"Anthony ""Kanthos"" • Novembre 8, 2015","Anthony ""Kanthos"""
"Eva V. • Juillet 20, 2016
Very warm family shop. Italia at its best!",https://fr.foursquare.com/evav8353595,https://fastly.4sqi.net/img/general/300x300/554163138_9zRfyuc-WdHdU2t6XXp9y-7CicrcvUmV4QaD_CLy6Pc.jpg,8.7,221,https://fr.foursquare.com/v/antica-caciara/4adcdad7f964a520535721e3,Antica Caciara,Épicerie fine,"Via San Francesco a Ripa 140 a/b, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/39919218-UQI1MXX1OO2BISMK.jpg,"Eva V. • Juillet 20, 2016",Eva V.
"Madai Lama • Février 28, 2015
Lovely place to have dinner or lunch at Monti neighborhood. Try their aperitivo from 19-20h; perfect for a fast bite & drink.",https://fr.foursquare.com/madailama,https://fastly.4sqi.net/img/general/300x300/469934_1xwZQCLWxrkZu_mTPE4Ev7ROinlLBsedlp8Q5VTigYU.jpg,8.7,222,https://fr.foursquare.com/v/sciu%C3%A9-sciu%C3%A9-cucina--caff%C3%A8/4c07b491b4aa0f474efb6562,Sciué Sciué Cucina & Caffè,Italien,"Via Urbana, 56-57 (Via degli Zingari), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43513675-0BRNOXQEEUOFMQMC,"Madai Lama • Février 28, 2015",Madai Lama
"Fredrik O. • Août 10, 2022
A good selection of tasty breakfast menus. Recommended.",https://fr.foursquare.com/olasv,https://fastly.4sqi.net/img/general/300x300/64881680_pQ7X5JzK0Ir0syFVHziz0fCj0aFTid9h2jDZQYNqqQI.jpg,8.7,223,https://fr.foursquare.com/v/the-yellow-bar/58ed40af9435a9069e204965,The Yellow Bar,Pub,"Via Palestro, 38 (Via Vicensa), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4YAJJH2LB1HECXA1.jpg,"Fredrik O. • Août 10, 2022",Fredrik O.
"ArB • Mars 4, 2019
Everything. Forget about all other commercialized food places. This local shop is the place to stop at for Italian perfect sandwiches.",https://fr.foursquare.com/arb1415357,https://fastly.4sqi.net/img/general/300x300/406099226_sYzkCFJMyC3MXqX5opxq5NinWYMG5eyJT7fw34M4l8c.jpg,8.7,224,https://fr.foursquare.com/v/antica-salumeria/4f7f72b0e4b077c18146cb80,Antica Salumeria,Sandwicherie,"Piazza della Rotonda, 4",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/100803847_NPIFuBJJ_szSE1feAXiROk3RmvPj5bgwOzVUXCDDHvZsAOcYfceQHrtGh6MATs-zLDY4fZC4Q.jpg,"ArB • Mars 4, 2019",ArB
"Catarina L. • Décembre 25, 2012
house of the beautiful icon of the special protectress of the City of Rome",https://fr.foursquare.com/catarinalai,https://fastly.4sqi.net/img/general/300x300/15784595_4uhaiz6rrHBto0j6FYm3VSxyLpi4v5kYNf09XNeHazg.jpg,8.7,225,https://fr.foursquare.com/v/santa-maria-in-campitelli/4adcdac6f964a520155321e3,Santa Maria in Campitelli,Église,"Piazza di Campitelli, 9, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/289273-RCX1VFBEVCVOOBJD.jpg,"Catarina L. • Décembre 25, 2012",Catarina L.
"Anna A. • Août 6, 2020
Страшно подумать сколько лет стоит арка! И насколько хорошо тогда строили !",https://fr.foursquare.com/anutka_adamenko,https://fastly.4sqi.net/img/general/300x300/21571885__uH4hkhbQqN0SzZvFhI4ZfoM1Q-OtR_d7kQP665DEHM.jpg,8.7,226,https://fr.foursquare.com/v/arco-di-giano/4d93417af4992c0f93b38f97,Arco di Giano,Monument,"Via del Velabro, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/52397882_iCHWS5Qs_iRQG1_6Njx8_DV0Z7-apj3QewXKGGJMvzQ-XT0q0frGwsqueQ_3QIodHqIe5lCWX.jpg,"Anna A. • Août 6, 2020",Anna A.
"Andrew F. • Août 16, 2018
Broad and innovative selection of flavours. Carrot cake, liquorice and tobacco chocolate were stunning.",https://fr.foursquare.com/andrewf2703881,https://fastly.4sqi.net/img/general/300x300/11353311_9HEdZa93cAQ7jQwTZ-UPAzMRU91EyupOu2dp0DnnETg.jpg,8.7,227,https://fr.foursquare.com/v/fatamorgana/500958b9e4b0dbe262b80f15,Fatamorgana,Glace,"Via Roma Libera 11, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/349036402_iYQWKbxG_zAqcrnnDMeliUPsuCqm2Zhp4C24tdoiQLLwMQ_nFj7Ia_HILRtwZZoDkyWLhWQRR.jpg,"Andrew F. • Août 16, 2018",Andrew F.
"🕊 Fondation I. • Janvier 27, 2015
Somptueux décor et ambiance délicieuse.",https://fr.foursquare.com/intelligencetv,https://fastly.4sqi.net/img/general/300x300/72842352_3a6plq9K4i8qRbUfbnw9W34K1MKxQw4OKwJAUUw8IkM.jpg,8.7,228,https://fr.foursquare.com/v/the-st-regis-rome/4adcdabef964a5200e5121e3,The St. Regis Rome,Hôtel,"Via Vittorio Emanuele Orlando 3, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/89629008-0M2MBOBAKW5IVLED.jpg,"🕊 Fondation I. • Janvier 27, 2015",🕊 Fondation I.
"Amandine K. • Août 16, 2018
Produits locaux de qualité à partager. Deux médium suffisent largement pour 4 personnes",https://fr.foursquare.com/amandink1723935,https://fastly.4sqi.net/img/general/300x300/3536110_s6FHoZ53Rvb6EsuAOR-irUKRComVStyzSVmtS9M_X10.jpg,8.6,229,https://fr.foursquare.com/v/la-salumeria/57af13ef498e2bf4f18ac9a7,La Salumeria,Italien,"Via del Banco di Santo Spirito, 24, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/440544345_3bdWz1cu_14CAdFvmed1UpNzfpu16M3krBZgQBd9CSMAOSxHJW2O7uUPop9mkm3jzkawJxqt1,"Amandine K. • Août 16, 2018",Amandine K.
"Pierre C. • Août 18, 2013
Très belle présentation des oeuvres avec quelques mises en situation exceptionnelles. Un must !",https://fr.foursquare.com/pierrec5492638,https://fastly.4sqi.net/img/general/300x300/28072839_UGHmwutPsYXT7mlR9iPLflKpmLUwCJdm0yCbFg1Ed98.jpg,8.6,230,https://fr.foursquare.com/v/palazzo-massimo-alle-terme--museo-nazionale-romano/4adcdacaf964a520745421e3,Palazzo Massimo alle Terme - Museo Nazionale Romano,Musée d'histoire,"Largo di Villa Peretti, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3S4TLCYVOK3DD0CZ.jpg,"Pierre C. • Août 18, 2013",Pierre C.
"Manuela • Décembre 14, 2013
Su via del Corso si trova questo fantastico palazzo. Le ricche stanze e le opere custodite (Raffaello, Caravaggio, Brueghel solo per citare i più noti) sono da vedere assolutamente almeno una volta.",https://fr.foursquare.com/manuela7397528,https://fastly.4sqi.net/img/general/300x300/3381234_qO0jpIGrWsCVLGSxCnXa4vCa6iIrH4KZahUoJbymaPI.jpg,8.6,231,https://fr.foursquare.com/v/palazzo-doria-pamphili/4df270d97d8b18e1722b4058,Palazzo Doria Pamphili,Site historique et protégé,Rome,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/SCICVHY4BGS3EUGQ.jpg,"Manuela • Décembre 14, 2013",Manuela
"Marco M. • Avril 24, 2014
Bon mais un peu cher rapport qualité/prix moyen",https://fr.foursquare.com/marcom6140879,https://fastly.4sqi.net/img/general/300x300/22650_YJ20j4x9NewHfU_sGisedzcxO8umQTJD4NsH7vhV5qU.jpg,8.5,232,https://fr.foursquare.com/v/hostaria-costanza/4adcdacff964a520a25521e3,Hostaria Costanza,Italien,"Piazza del Paradiso, 65, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/SREGK1UWHYWFSXJP.jpg,"Marco M. • Avril 24, 2014",Marco M.
